;Feature;PosTags;Label
780;sein#die#eine#Fake#?;VAFIN#PDS#ART#NN#$.;1
781;wie#um#alle#in#die#Welt#?;PWAV#APPR#PIS#APPR#ART#NN#$.;0
782;was#taugen#die#Zahl#EuroTrachten#?;PIS#VVFIN#ART#NN#ADJD#$.;0
783;wo#sein#die#Problem#?;PWAV#VAFIN#ART#NN#$.;0
784;duerfen#sie#?;VMFIN#PPER#$.;1
785;finden#sie#gut#was#?;VVFIN#PPER#ADJD#PIS#$.;1
786;haben#sie#schon#bei#unsre#InstaChallenge#mitmachen#?;VAFIN#PPER#ADV#APPR#PPOSAT#NN#VVPP#$.;1
787;sein#die#Mannschaft#ueberhaupt#tauglich#?;VAFIN#ART#NN#ADV#ADJD#$.;1
788;muessen#die#Trainer#gehen#?;VMFIN#ART#NN#VVINF#$.;1
789;haben#sie#pruefen#ob#die#kosteneffizient#sein#?;VAFIN#PPER#VVPP#KOUS#PDS#ADJD#VAFIN#$.;1
790;haben#sie#zufaellig#noch#seine#Siegerkader#als#Bild#oder#so#speichern#?;VAFIN#PPER#ADJD#ADV#PPOSAT#NN#APPR#NN#KON#ADV#VVPP#$.;1
791;wie#denn#sonst#?;KOUS#ADV#ADV#$.;0
792;was#halten#sie#davon#?;PWS#VVFIN#PPER#PROP#$.;0
793;was#meinen#sie#damit#?;PWS#VVFIN#PPER#PROP#$.;0
794;wo#sein#Thomas#Gottschalk#?;PWAV#VAFIN#NE#NE#$.;0
795;aber#wie#hoch#sein#die#Anschaffungs#und#Betriebskosten#?;KON#PWAV#ADJD#VAFIN#ART#TRUNC#KON#NN#$.;0
796;haben#sie#eine#Link#hierfuer#?;VAFIN#PPER#ART#NN#PROP#$.;1
797;koennen#man#die#Plakat#irgendwo#bekommen#?;VMFIN#PIS#ART#NN#ADV#VVINF#$.;1
798;sein#die#aus#die#Zoo#ausbrechen#?;VAFIN#PDS#APPR#ART#NN#VVPP#$.;1
799;eine#ander#Moeglichkeit#von#Zug#zu#Anreise#geben#sie#nicht#?;ART#ADJA#NN#APPR#NN#APPRART#NN#VVFIN#PPER#PTKNEG#$.;1
800;Welche#Folge#sein#die#?;PWAT#NN#VAFIN#PDS#$.;0
801;mindern#diese#Ausblick#eigentlich#die#Immobilienwert#?;VVFIN#PDAT#NN#ADV#ART#NN#$.;1
802;sie#wohnen#in#FFM#und#regen#sie#ueber#Falschparker#steher#auf#?;PPER#VVFIN#APPR#NN#KON#VVFIN#PPER#APPR#NE#ADJD#PTKVZ#$.;1
803;bleiben#sie#in#Kontakt#?;VVFIN#PPER#APPR#NN#$.;1
804;wundern#sie#jemanden#?;VVFIN#PPER#PIS#$.;1
805;wer#haben#sie#verraten#?;PWS#VAFIN#PPER#VVPP#$.;0
806;sein#sie#an#Start#?;VAFIN#PPER#APPRART#NN#$.;1
807;wer#sein#nochmal#seit#Ewigkeit#in#Bayern#an#die#Macht#?;PWS#VAFIN#ADV#APPR#NN#APPR#NE#APPR#ART#NN#$.;0
808;und#die#haben#dann#warum#bisher#nie#klappen#?;KON#PDS#VAFIN#ADV#PWAV#ADV#ADV#VVPP#$.;0
809;wie#kommen#man#damit#denn#aus#?;PWAV#VVFIN#PIS#PROP#ADV#PTKVZ#$.;0
810;sein#die#roh#Ei#?;VAFIN#PDS#ADJA#NN#$.;1
811;wer#bringen#sie#eine#Axt#?;PWS#VVFIN#PPER#ART#NN#$.;0
812;brauchen#sie#dafuer#Sticker#?;VVFIN#PPER#PROP#NN#$.;1
813;wo#denn#?;PWAV#ADV#$.;0
814;Wolltest#du#nicht#aufhoeren#?;NN#NE#PTKNEG#VVINF#$.;1
815;funktionieren#alle#?;VVFIN#PIS#$.;1
816;muessen#sie#jemand#bestimmt#ansprechen#?;VMFIN#PPER#PIS#ADJA#VVINF#$.;1
817;dann#duerfen#sie#aber#die#Unterhalt#auch#nicht#abziehen#werden#?;ADV#VMFIN#PPER#ADV#ART#NN#ADV#PTKNEG#VVPP#VAINF#$.;1
818;zaehlen#eine#Vakuum#auch#als#Inhalt#?;VVFIN#ART#NN#ADV#APPR#NN#$.;1
819;bekommen#man#jetzt#weder#auf#die#eingereicht#Beschwerde#noch#hier#eine#Antwort#?;VVFIN#PIS#ADV#KON#APPR#ART#ADJA#NN#KON#ADV#ART#NN#$.;1
820;und#was#machen#sie#wenn#sie#mal#die#Wildecker#Herzbuben#besuchen#wollen#?;KON#PWS#VVFIN#PPER#KOUS#PPER#ADV#ART#ADJA#NN#VVINF#VMFIN#$.;0
821;sein#vielleicht#ein#bisschen#gross#?;VAFIN#ADV#ART#PIAT#ADJD#$.;1
822;sagen#sie#was#sein#die#zwischen#sie#?;VVIMP#PPER#PIS#VAFIN#PDS#APPR#PPER#$.;0
823;was#sollen#die#hier#?;PIS#VMFIN#PDS#ADV#$.;0
824;welche#Spiel#haben#sie#auf#deine#Handy#installieren#?;PIS#NN#VAFIN#PPER#APPR#PPOSAT#NN#VVPP#$.;0
825;und#wie#gehen#die#?;KON#PWAV#VVFIN#PDS#$.;0
826;machen#sie#noch#Video#?;VVFIN#PPER#ADV#NN#$.;1
827;wie#koennen#sie#nur#mit#diese#Schrift#leben#?;PWAV#VMFIN#PPER#ADV#APPR#PDAT#NN#VVINF#$.;0
828;wie#immer#?;PWAV#ADV#$.;1
829;gehen#sie#um#Zahl#Uhr#los#oder#verkuendetet#sie#dann#wo#sie#sein#?;VVFIN#PPER#APPR#NN#NN#PTKVZ#KON#VVFIN#PPER#ADV#PWAV#PPER#VAFIN#$.;0
830;warum#heissen#sie#eigentlich#Wartezimmer#?;PWAV#VVFIN#PPER#ADV#NN#$.;0
831;wie#sprechen#sie#zu#Beispiel#eine#Wunschkontakt#in#Netzwerk#an#?;PWAV#VVFIN#PPER#APPRART#NN#ART#NN#APPR#NN#PTKVZ#$.;0
832;warum#sollen#Nintendo#die#Preis#senken#solange#die#Verkauf#noch#stark#genug#sein#?;PWAV#VMFIN#NE#ART#NN#VVINF#KOUS#ART#NN#ADV#ADJD#PIS#VAFIN#$.;0
833;sicher#die#sie#die#Buch#nicht#noch#auf#die#letzt#Druecker#zuende#schreiben#?;ADV#PDS#PPER#ART#NN#PTKNEG#ADV#APPR#ART#ADJA#NN#ADV#VVFIN#$.;1
834;Gehts#nach#Koeln#?;NN#APPR#NE#$.;1
835;kommen#die#Auftrag#fuer#die#Hack#aus#die#Kreml#oder#aus#die#weiss#Haus#?;VVFIN#ART#NN#APPR#ART#NN#APPR#ART#NN#KON#APPR#ART#ADJA#NN#$.;0
836;sein#die#nicht#immer#die#Vorwurf#gegen#Gamer#?;VAFIN#PDS#PTKNEG#ADV#ART#NN#APPR#NN#$.;1
837;geben#etwas#was#diese#Feststellung#widersprechen#?;VVFIN#PIS#PRELS#PDAT#NN#VVFIN#$.;1
838;haben#sie#sie#schon#signieren#?;VAFIN#PPER#PPER#ADV#VVPP#$.;1
839;was#sein#denn#hier#los#?;PWS#VAFIN#ADV#ADV#PTKVZ#$.;0
840;deine#nun#auch#?;PPOSAT#ADV#ADV#$.;1
841;sowas#gibts#?;PIS#FM#$.;1
842;sehen#sie#doch#aehnlich#oder#?;VVFIN#PRF#ADV#ADJD#KON#$.;1
843;wo#sein#die#Problem#?;PWAV#VAFIN#ART#NN#$.;0
844;passen#die#Wagen#in#die#Aufzug#?;VVFIN#ART#NN#APPR#ART#NN#$.;1
845;die#Weg#zu#Glueck#?;ART#NN#APPRART#NN#$.;1
846;Ok#warten#sie#noch#kurz#?;NN#VVFIN#PPER#ADV#ADJD#$.;1
847;sein#die#noch#eine#Bundeswehr#?;VAFIN#PDS#ADV#ART#NN#$.;1
848;Ihre#Vorschlag#?;PPOSAT#NN#$.;0
849;haben#sie#sie#ignorieren#sollen#?;VAFIN#PPER#PPER#VVINF#VMINF#$.;1
850;Haette#sie#die#Auge#vor#die#unmenschlich#Zustand#verschliessen#sollen#?;VVFIN#PPER#ART#NN#APPR#ART#ADJA#NN#VVINF#VMFIN#$.;1
851;was#halten#sie#davon#?;PWS#VVFIN#PPER#PROP#$.;0
852;allerdings#was#passieren#wenn#die#alle#Wirt#so#machen#und#sie#fast#nur#noch#solche#Angebot#geben#?;ADV#PWS#VVPP#KOUS#PDS#PIAT#NN#ADV#VVINF#KON#PPER#ADV#ADV#ADV#PIAT#NN#VVFIN#$.;0
853;sie#kalkulieren#mit#eine#Job#in#Finanz#und#Rechnungswesen#?;PPER#VVFIN#APPR#ART#NN#APPRART#NN#KON#NN#$.;1
854;sie#wollen#eine#Job#in#die#sie#viel#bewegen#koennen#?;PPER#VMFIN#ART#NN#APPR#PRELS#PPER#ADV#VVINF#VMFIN#$.;1
855;wie#nehmen#meine#Baby#die#Medizin#?;PWAV#VVFIN#PPOSAT#NN#ART#NN#$.;0
856;wissen#jemand#wie#sie#mit#diesen#angeheftet#Tweets#funktionieren#?;VVFIN#PIS#KOUS#PPER#APPR#PDAT#ADJA#NN#VVFIN#$.;0
857;muessen#man#dafuer#zahlen#?;VMFIN#PIS#PROP#VVINF#$.;1
858;erinnern#sie#sie#noch#wann#sie#sie#fuer#Twitter#registrieren#haben#?;VVFIN#PPER#PRF#ADV#PWAV#PPER#PRF#APPR#NN#VVPP#VAFIN#$.;1
859;was#sein#die#Ursache#diese#Gewalt#?;PWS#VAFIN#ART#NN#PDAT#NN#$.;0
860;wie#koennen#sie#bekaempfen#werden#?;PWAV#VMFIN#PPER#VVPP#VAINF#$.;0
861;stehen#Megatron#mit#auf#die#Liste#?;VVFIN#NE#PTKVZ#APPR#ART#NN#$.;1
862;warum#werden#die#Mann#jetzt#an#die#Oeffentlichkeit#zerren#?;PWAV#VAFIN#ART#NN#ADV#APPR#ART#NN#VVPP#$.;0
863;wen#interessieren#die#schon#?;PWS#VVFIN#PDS#ADV#$.;0
864;sein#Made#in#Germany#immer#noch#eine#Guetesiegel#?;VAFIN#FM#FM#FM#ADV#ADV#ART#NN#$.;1
865;sie#hoffen#sie#koennen#sie#geniessen#?;PPER#VVFIN#PPER#VMFIN#PPER#VVINF#$.;1
866;haben#sie#schon#neu#Information#bezueglich#die#Uebertragung#?;VAFIN#PPER#ADV#ADJA#NN#APPR#ART#NN#$.;1
867;Oma#koennen#sie#zwei#Kugel#Eis#haben#?;NN#VMFIN#PPER#CARD#NN#NN#VAINF#$.;1
868;koennen#die#denn#so#schwierig#sein#?;VMFIN#PDS#ADV#ADV#ADJD#VAINF#$.;1
869;schon#lesen#?;ADV#VVPP#$.;1
870;sie#wollen#sie#helfen#aber#wie#?;PPER#VMFIN#PPER#VVINF#KON#PWAV#$.;0
871;wissen#sie#da#mehr#?;VVFIN#PPER#ADV#PIS#$.;1
872;warum#sollen#die#eine#Skandal#sein#?;PWAV#VMFIN#PDS#ART#NN#VAINF#$.;0
873;duerfen#sie#die#Foto#klauen#?;VMFIN#PPER#ART#NN#VVINF#$.;1
874;warum#sehen#auf#diese#Foto#alle#so#aus#als#sein#sie#Zahl#?;PWAV#VVFIN#APPR#PDAT#NN#PIS#ADV#PTKVZ#KON#VAFIN#PPER#NN#$.;0
875;wer#kennen#die#nicht#?;PWS#VVFIN#PDS#PTKNEG#$.;0
876;fallen#jetzt#auch#die#andere#?;VVFIN#ADV#ADV#ART#PIS#$.;1
877;was#wollen#sie#sie#jetzt#damit#sagen#?;PIS#VMFIN#PPER#PPER#ADV#PROP#VVINF#$.;0
878;Mama#was#sein#eine#Goldwaage#?;FM#FM#VAFIN#ART#NN#$.;0
879;sein#kuenstlich#Intelligenz#die#Zukunftstraeger#die#Logistik#?;VAFIN#ADJA#NN#ART#NN#ART#NN#$.;1
880;welche#Mehrwert#haben#User#Generated#Content#fuer#Museum#und#Kulturinstitution#?;PIS#NN#VAFIN#NN#NE#NE#APPR#NN#KON#NN#$.;0
881;wer#koennen#da#widersprechen#?;PWS#VMFIN#ADV#VVINF#$.;0
882;freuen#sie#sie#auch#schon#so#sehr#?;VVFIN#PPER#PPER#ADV#ADV#ADV#ADV#$.;1
883;was#sein#denn#heute#morgen#los#?;PWS#VAFIN#ADV#ADV#ADV#PTKVZ#$.;0
884;was#sein#verkehrt#an#die#Kundenbild#?;PWS#VAFIN#ADJD#APPR#ART#NN#$.;0
885;weissen#sie#wie#die#Pedal#funktionieren#?;VVFIN#PPER#KOUS#ART#NN#VVFIN#$.;1
886;sehen#sie#sie#heute#abend#Zahl#Uhr#?;VVFIN#PPER#PRF#ADV#ADV#NN#NN#$.;1
887;wer#moegen#noch#mitmachen#?;PWS#VMFIN#ADV#VVINF#$.;0
888;sein#noch#irgendwo#Kaffee#in#die#Kanne#?;VAFIN#ADV#ADV#NN#APPR#ART#NN#$.;1
889;ab#wann#sein#historisch#Vergleich#erlauben#?;APPR#PWAV#VAFIN#ADJA#NN#VVPP#$.;0
890;und#wieso#gelten#fuer#diese#Kabel#die#Laengenbeschraenkung#nicht#?;KON#PWAV#VVFIN#APPR#PDAT#NN#ART#NN#PTKNEG#$.;0
891;echt#jetzt#?;ADJD#ADV#$.;1
892;merken#sie#die#Unterschied#?;VVFIN#PPER#ART#NN#$.;1
893;wer#feiern#mit#sie#?;PWS#VVFIN#APPR#PPER#$.;0
894;um#Zahl#sein#regulaer#einlass#oder#?;APPR#NN#VAFIN#ADJD#ADJD#KON#$.;1
895;woher#kommen#eigentlich#diese#Zunahme#?;PWAV#VVFIN#ADV#PDAT#NN#$.;0
896;was#glauben#sie#eigentlich#wofuer#oeffentlich#Raum#so#sein#?;PWS#VVFIN#PPER#ADV#PWAV#ADJA#NN#ADV#VAFIN#$.;0
897;koennen#sie#nicht#von#etwas#anderem#sprechen#?;VMFIN#PPER#PTKNEG#APPR#PIAT#PIS#VVINF#$.;1
898;ob#sie#die#wohl#noch#geben#?;KOUS#PPER#ART#ADV#ADV#VVFIN#$.;1
899;stimmen#oder#stimmen#nicht#?;VVFIN#KON#VVFIN#PTKNEG#$.;0
900;haben#sie#sie#eigentlich#die#Wischsauger#kaufen#?;VAFIN#PPER#PPER#ADV#ART#NN#VVPP#$.;1
901;schon#eine#Wattwanderung#machen#?;ADV#ART#NN#VVPP#$.;1
902;sein#sie#in#die#Naehe#von#St#PeterOrding#?;VAFIN#PPER#APPR#ART#NN#APPR#NN#NE#$.;1
903;wie#finden#man#die#Richtige#?;PWAV#VVFIN#PIS#ART#NN#$.;0
904;warum#wollen#sie#fuer#sie#arbeiten#?;PWAV#VMFIN#PPER#APPR#PPER#VVINF#$.;0
905;wie#sein#sie#denn#mal#mit#eine#Freigrenze#bei#die#Grunderwerbsteuer#?;PWAV#VAFIN#PPER#ADV#ADV#APPR#ART#NN#APPR#ART#NN#$.;0
906;koennen#sie#schon#schlafen#?;VMFIN#PPER#ADV#VVINF#$.;1
907;haben#sie#schon#unsere#neu#wasserabweisend#Fieldjacke#fuer#Herr#entdecken#?;VAFIN#PPER#ADV#PPOSAT#ADJA#ADJA#NN#APPR#NN#VVPP#$.;1
908;schon#gewusst#?;ADV#ADJD#$.;1
909;geben#sie#freiwillig#ab#oder#sein#sie#verpflichten#?;VVFIN#PPER#ADJD#PTKVZ#KON#VAFIN#PPER#VVPP#$.;0
910;duerfen#Arbeitnehmer#waehrend#die#Arbeitszeit#einfach#zu#Arzt#gehen#?;VMFIN#NN#APPR#ART#NN#ADV#APPRART#NN#VVINF#$.;1
911;was#geschehen#bei#sie#in#die#Region#wovon#sie#nichts#mitbekommen#?;PWS#VVFIN#APPR#PPER#APPR#ART#NN#PWAV#PPER#PIS#VVPP#$.;0
912;wie#sehen#sie#die#optisch#aus#?;PWAV#VVFIN#PPER#ART#ADJD#PTKVZ#$.;0
913;noch#gut#als#auf#die#wiiU#?;ADV#ADJD#KOUS#APPR#ART#NE#$.;1
914;gehen#sie#sie#auch#immer#so#wenn#sie#in#eine#Buechergeschaeft#gehen#?;VVFIN#PPER#PPER#ADV#ADV#ADV#KOUS#PPER#APPR#ART#NN#VVFIN#$.;1
915;haben#die#da#nicht#Tradition#?;VAFIN#PDS#ADV#PTKNEG#NN#$.;1
916;werden#alle#verbeamten#?;VAFIN#PIS#VVPP#$.;1
917;koennen#sie#jetzt#bitte#die#Sommer#noch#mal#von#vorne#starten#?;VMFIN#PPER#ADV#ADV#ART#NN#ADV#ADV#APPR#ADV#VVINF#$.;1
918;muessen#man#als#Fahrradfahrer#dann#nicht#auf#die#Strasse#fahren#?;VMFIN#PIS#APPR#NN#ADV#PTKNEG#APPR#ART#NN#VVINF#$.;1
919;wo#sein#die#Kind#?;PWAV#VAFIN#ART#NN#$.;0
920;wie#funktionieren#die#Betrieb#eine#Privatpools#?;PWAV#VVFIN#ART#NN#ART#NN#$.;0
921;wie#lange#koennen#die#aktuell#Hochphase#die#Bulle#an#die#Boerse#eigentlich#noch#anhalten#?;PWAV#ADV#VMFIN#ART#ADJA#NN#ART#NN#APPR#ART#NN#ADV#ADV#VVINF#$.;0
922;haben#sie#an#Gewinnspiel#teilnehmen#?;VAFIN#PPER#APPRART#NN#VVPP#$.;1
923;sie#wollen#eine#unserer#Schalungsloesung#unverbindlich#testen#?;PPER#VMFIN#PIS#PPOSAT#NN#ADJD#VVINF#$.;1
924;was#sein#die#Grund#dafuer#dass#sie#jemanden#vertrauen#?;PWS#VAFIN#ART#NN#PROP#KOUS#PPER#PIS#VVFIN#$.;0
925;und#dann#haben#sie#sicher#schlecht#Laune#?;KON#ADV#VAFIN#PPER#ADJD#ADJA#NN#$.;1
926;wer#helfen#Kranke#oder#aelteren#Leute#schwer#Sache#Treppe#hochzuwuchten#?;PWS#VVFIN#NN#KON#ADJA#NN#ADJA#NN#NN#VVFIN#$.;0
927;wer#koennen#sie#helfen#?;PWS#VMFIN#PPER#VVINF#$.;0
928;luegen#die#Medium#?;VVFIN#ART#NN#$.;1
929;wann#sein#sie#eigentlich#da#?;PWAV#VAFIN#PPER#ADV#ADV#$.;0
930;wer#sein#Archie#?;PWS#VAFIN#NE#$.;0
931;oh#fahren#sie#durch#Kutenhausen#?;ITJ#VVFIN#PPER#APPR#NN#$.;1
932;warum#aber#keine#Expertin#die#Arbeit#in#Digitalrat#?;PWAV#ADV#PIAT#NN#ART#NN#APPRART#NN#$.;0
933;haben#William#sie#scheiden#lassen#?;VAFIN#NE#PRF#VVINF#VVINF#$.;1
934;werden#darunter#nicht#auch#die#Videofilm#eine#Handykamera#fallen#?;VAFIN#PROP#PTKNEG#ADV#ART#NN#ART#NN#VVINF#$.;1
935;haben#sie#Urteil#Aktenzeichen#?;VAFIN#PPER#NN#NN#$.;1
936;ab#wann#beginnen#man#zu#fantasieren#?;APPR#PWAV#VVFIN#PIS#PTKZU#VVINF#$.;0
937;in#welcher#Welt#sollen#die#klappen#?;APPR#PWAT#NN#VMFIN#PDS#VVINF#$.;0
938;wann#machen#die#Pausenclown#eigentlich#Pause#?;PWAV#VVFIN#ART#NN#ADV#NN#$.;0
939;wieviel#Chinese#geben#sie#?;PWAV#NN#VVFIN#PPER#$.;0
940;haben#sie#eine#Telefonjoker#bemuehen#?;VAFIN#PPER#ART#NN#VVPP#$.;1
941;wenn#man#zuerst#Pasta#und#dann#Antipasti#essen#haben#man#dann#ueberhaupt#was#essen#?;KOUS#PIS#ADV#NN#KON#ADV#NE#VVFIN#VAFIN#PIS#ADV#ADV#PIS#VVPP#$.;1
942;warum#schreiben#man#fast#alle#doppelt#?;PWAV#VVFIN#PIS#ADV#PIS#ADJD#$.;0
943;wo#muessen#man#eigentlich#hinkommen#um#sie#morgen#zu#sehen#?;PWAV#VMFIN#PIS#ADV#VVINF#APPR#PPER#ADV#PTKZU#VVINF#$.;0
944;ja#und#was#beweisen#die#jetzt#?;PTKANT#KON#PWS#VVFIN#PDS#ADV#$.;0
945;wann#gehen#sie#endlich#los#?;PWAV#VVFIN#PPER#ADV#PTKVZ#$.;0
946;wieviel#Person#haben#bei#die#Umfrage#teilnehmen#?;PWAV#NN#VAFIN#APPR#ART#NN#VVPP#$.;0
947;welche#Konsequenz#ziehen#man#denn#daraus#?;PIS#NN#VVFIN#PIS#ADV#PROP#$.;0
948;was#lernen#sie#aus#die#heutig#Hitzewelle#?;PWS#VVFIN#PPER#APPR#ART#ADJA#NN#$.;0
949;koennen#sie#mal#eine#Runde#zusammen#spielen#?;VMFIN#PPER#ADV#ART#NN#ADV#VVINF#$.;1
950;wie#sagen#vorhin#jenand#?;PWAV#VVFIN#ADV#ADJD#$.;0
951;wieso#sein#heute#schon#Donnerstag#?;PWAV#VAFIN#ADV#ADV#NN#$.;0
952;werden#eine#lang#Rock#denn#gehen#?;VAFIN#ART#ADJA#NN#ADV#VVINF#$.;1
953;haben#sie#schon#die#gehoeren#?;VAFIN#PPER#ADV#PDS#VVPP#$.;1
954;wie#lange#kennen#sie#sie#schon#?;PWAV#ADV#VVFIN#PPER#PPER#ADV#$.;0
955;wie#koennen#man#nur#so#sein#?;PWAV#VMFIN#PIS#ADV#ADV#VAINF#$.;0
956;sein#die#gut#?;VAFIN#PDS#ADJD#$.;1
957;sein#Made#in#Germany#immer#noch#eine#Guetesiegel#?;VAFIN#FM#FM#FM#ADV#ADV#ART#NN#$.;1
958;haben#sie#die#Arzt#jetzt#abgesprochen#die#sie#einfach#nicht#mehr#an#Telefon#gehen#?;VAFIN#PRF#ART#NN#ADV#ADJD#PDS#PPER#ADV#PTKNEG#ADV#APPRART#NN#VVINF#$.;1
959;warum#sollen#die#eine#Skandal#sein#?;PWAV#VMFIN#PDS#ART#NN#VAINF#$.;0
960;geben#sie#dazu#konkret#Zahl#oder#sein#die#nur#Gesuelze#?;VVFIN#PPER#PROP#ADJA#NN#KON#VAFIN#PDS#ADV#NN#$.;0
961;geben#sie#in#Photoshop#eine#Moeglichkeit#viele#Einzelbild#automatisch#in#eine#Raster#anordnen#?;VVFIN#PPER#APPR#NN#ART#NN#PIAT#NN#ADJD#APPR#ART#NN#VVIZU#$.;1
962;wer#denn#sonst#?;PWS#ADV#ADV#$.;0
963;sehen#sie#immer#die#Glas#halbvoll#und#nicht#halbleer#?;VVFIN#PPER#ADV#ART#NN#ADJD#KON#PTKNEG#ADJD#$.;1
964;wie#heissen#die#Firma#die#weltweit#die#gross#Summe#von#Firmenanleihe#besitzen#?;PWAV#VVFIN#ART#NN#ART#ADJD#ART#ADJA#NN#APPR#NN#VVFIN#$.;0
965;sie#wohnen#in#die#Naehe#von#Korneuburg#und#moegen#zwichen#Zahl#und#Zahl#Stunde#arbeiten#?;PPER#VVFIN#APPR#ART#NN#APPR#NE#KON#VMFIN#ADJA#NN#KON#NN#NN#VVINF#$.;1
966;faellen#sie#was#auf#?;VVFIN#PPER#PIS#PTKVZ#$.;1
967;sein#die#Tweet#bevor#oder#nachdem#die#Brot#schmieren#werden#?;VAFIN#ART#NN#PTKVZ#KON#KOUS#ART#NN#VVPP#VAFIN#$.;0
968;sollen#sie#daraus#eine#Geburtstagsgeschenk#machen#?;VMFIN#PPER#PROP#ART#NN#VVINF#$.;1
969;Hab#sie#was#verpassen#?;NN#PPER#PIS#VVPP#$.;1
970;Lassen#sie#sie#raten#heute#sein#sie#auch#wieder#eine#ausfahrend#Zug#?;VVIMP#PPER#PPER#VVFIN#ADV#VAFIN#PPER#ADV#ADV#ART#ADJA#NN#$.;1
971;was#sein#denn#mit#Karst#los#?;PWS#VAFIN#ADV#APPR#NN#ADJD#$.;0
972;was#wollen#sie#die#Kuenstler#mit#diese#Werk#denn#sagen#?;PWS#VMFIN#PPER#ART#NN#APPR#PDAT#NN#ADV#VVINF#$.;0
973;wo#koennen#man#die#Artikel#lesen#?;PWAV#VMFIN#PIS#ART#NN#VVINF#$.;0
974;faellen#sie#was#auf#?;VVFIN#PPER#PIS#PTKVZ#$.;1
975;vielleicht#Spass#an#die#Sache#?;ADV#NN#APPR#ART#NN#$.;1
976;welche#Games#wollen#sie#auf#YouTube#bzw#Twitch#sehen#?;PIS#NE#VMFIN#PPER#APPR#NN#NE#NE#VVINF#$.;0
977;sein#die#machbar#?;VAFIN#PDS#ADJD#$.;1
978;und#warum#werden#dann#Windkraftanlage#in#die#Wald#bauen#?;KON#PWAV#VAFIN#ADV#NN#APPR#ART#NN#VVPP#$.;0
979;wissen#sie#was#so#richtig#richtig#witzig#sein#?;VVFIN#PPER#PRELS#ADV#ADJD#ADJD#ADJD#VAFIN#$.;1
980;wissen#sie#sie#?;VVFIN#PPER#PPER#$.;1
981;auf#Basis#welcher#Berechnung#stehen#ihre#Aussage#?;APPR#NN#PWAT#NN#VVFIN#PPOSAT#NN#$.;0
982;was#sein#hier#los#?;PWS#VAFIN#ADV#ADJD#$.;0
983;Gibts#was#um#sonst#?;FM#FM#APPR#ADV#$.;1
984;warum#sein#sie#dann#nicht#hier#?;PWAV#VAFIN#PPER#ADV#PTKNEG#ADV#$.;0
985;die#Typ#sein#doch#deine#Bruder#oder#?;ART#NN#VAFIN#ADV#PPOSAT#NN#KON#$.;1
986;wollen#sie#fuer#sie#sammeln#?;VMFIN#PPER#APPR#PPER#VVINF#$.;1
987;woher#sein#diese#Pullover#?;PWAV#VAFIN#PDAT#NN#$.;0
988;Wer#sein#sie#?;PWS#VAFIN#PPER#$.;0
989;wo#sein#die#Schnurrbart#?;PWAV#VAFIN#ART#NN#$.;0
990;kommen#die#Frau#wieder#?;VVFIN#ART#NN#ADV#$.;1
991;haben#sie#noch#eine#Platz#frei#?;VAFIN#PPER#ADV#ART#NN#ADJD#$.;1
992;wo#kommen#sie#denn#urspruenglich#her#?;PWAV#VVFIN#PPER#ADV#ADJD#PTKVZ#$.;0
993;was#meinen#sein#los#wenn#sie#sie#die#Recht#auf#Selbstbestimmung#absprechen#?;PWS#VVFIN#VAFIN#ADV#KOUS#PPER#PPER#ART#NN#APPR#NN#VVFIN#$.;0
994;was#sein#wenn#die#Rest#die#Welt#die#USA#mit#denselben#Standard#behandeln#werden#?;PWS#VAFIN#ADV#ART#NN#ART#NN#ART#NE#APPR#PDAT#NN#VVINF#VAFIN#$.;0
995;warum#sprechen#sie#sie#ab#die#nicht#zu#verstehen#?;PWAV#VVFIN#PPER#PPER#ADV#PDS#PTKNEG#PTKZU#VVINF#$.;0
996;wie#kommen#sie#jetzt#darauf#?;PWAV#VVFIN#PPER#ADV#PROP#$.;0
997;Gibts#eine#Aufnahme#wie#sie#auf#die#Bericht#reagieren#?;NN#ART#NN#KOUS#PPER#APPR#ART#NN#VVPP#$.;1
998;was#nutzen#sie#denn#fuer#Teamkommunikation#?;PWS#VVFIN#PPER#ADV#APPR#NN#$.;0
999;haben#sie#mal#Lust#als#Gast#in#meine#Sendung#zu#kommen#?;VAFIN#PPER#ADV#NN#APPR#NN#APPR#PPOSAT#NN#PTKZU#VVINF#$.;1
1000;Gegenfrage#warum#gehoeren#die#nicht#sie#?;NN#PWAV#VVFIN#PDS#PTKNEG#PPER#$.;0
1001;wer#wollen#die#schon#?;PWS#VMFIN#PDS#ADV#$.;0
1002;Fuehrerschein#machen#?;NN#VVINF#$.;1
1003;wie#koennen#eine#Umfrage#an#die#Unit#eute#teilnehmen#Zahl#Zahl#ausgehen#?;PWAV#VMFIN#ART#NN#APPR#ART#NE#VVFIN#VVINF#NN#NN#VVINF#$.;0
1004;haben#sie#Kummer#?;VAFIN#PPER#NN#$.;1
1005;sein#schon#Herbst#?;VAFIN#ADV#NN#$.;1
1006;wer#haben#die#alt#Herr#sehen#?;PWS#VAFIN#ART#ADJA#NN#VVPP#$.;0
1007;sein#die#die#wild#circards#?;VAFIN#PDS#ART#ADJD#ADJD#$.;1
1008;sollen#man#die#Tuerkei#helfen#?;VMFIN#PIS#ART#NE#VVINF#$.;1
1009;sein#diese#Berechnung#die#Institut#einsehbar#oder#nur#ueblich#Geschwafel#?;VAFIN#PDAT#NN#ART#NN#ADJD#KON#ADV#ADJA#NN#$.;0
