;Feature;PosTags;Label
222;was#sein#Sinn#und#Zweck#von#Content#Marketing#?;PWS#VAFIN#NN#KON#NN#APPR#FM#FM#$.;0
223;wann#hoeren#sie#von#sie#?;PWAV#VVFIN#PPER#APPR#PPER#$.;0
224;Wem#fallen#sowas#ein#?;PWS#VVFIN#PIS#PTKVZ#$.;0
225;sein#sie#nicht#hilfreich#Groesse#und#Statur#zuschreiben#?;VAFIN#PPER#PTKNEG#ADJD#NN#KON#NN#VVINF#$.;1
226;werden#sie#in#Kiel#jemals#hell#?;VAFIN#PPER#APPR#NE#ADV#ADJD#$.;1
227;spinnen#sie#oder#webst#sie#?;VVFIN#PPER#KON#VVFIN#PPER#$.;0
228;und#sie#wohnen#in#Deutschland#oder#?;KON#PPER#VVFIN#APPR#NE#KON#$.;1
229;ja#was#denn#nun#?;PTKANT#PIS#ADV#ADV#$.;0
230;haben#die#Testaccount#auch#eine#Testpasswort#?;VAFIN#ART#NN#ADV#ART#NN#$.;1
231;brauchen#Deutschland#eine#zweit#Merkel#?;VVFIN#NE#ART#ADJA#NE#$.;1
232;sein#die#so#?;VAFIN#PDS#ADV#$.;1
233;Worum#gehen#sie#wirklich#in#Leben#?;PWAV#VVFIN#PPER#ADJD#APPRART#NN#$.;0
234;und#wenn#die#mit#Konkurrenzwaffe#toeten#werden#dann#sein#sie#dagegen#?;KON#KOUS#PDS#APPR#NN#VVPP#VAFIN#KON#VAFIN#PPER#PROP#$.;1
235;warum#spueren#sie#nur#Leere#?;PWAV#VVFIN#PPER#ADV#NN#$.;0
236;und#dahinter#stecken#welcher#strategisch#Gedanke#?;KON#PROP#VVFIN#PWAT#ADJA#NN#$.;0
237;schreiben#sie#sie#mal#eine#DM#?;VVFIN#PPER#PPER#ADV#ART#NN#$.;1
238;was#koennen#sie#empfehlen#?;PWS#VMFIN#PPER#VVINF#$.;0
239;Na#haben#sie#eure#Wunschzettel#schon#fertig#?;NE#VAFIN#PPER#PPOSAT#NN#ADV#ADJD#$.;1
240;koennen#sie#sie#helfen#?;VMFIN#PPER#PPER#VVINF#$.;1
241;Hab#sie#sie#endlich#schon#eine#gut#Nacht#wuenschen#?;NN#PPER#PPER#ADJD#ADV#ART#ADJA#NN#VVPP#$.;1
242;haben#die#Tino#schon#ueber#die#Toni#richten#?;VAFIN#ART#NE#ADV#APPR#ART#NE#VVPP#$.;1
243;achten#sie#bei#Einkauf#von#Lebensmittel#auf#fair#Arbeitsbedingung#?;VVFIN#PPER#APPRART#NN#APPR#NN#APPR#ADJA#NN#$.;1
244;wie#funktionieren#Kernfusion#?;PWAV#VVFIN#NN#$.;0
245;sie#weissen|wissen#wer#sie#sein#?;PPER#VVFIN#PWS#PPER#VAFIN#$.;1
246;was#fuer#eine#Dialekt#sollen#die#sein#?;PWS#APPR#ART#NN#VMFIN#PDS#VAINF#$.;0
247;Gehts#da#jetzt#schon#los#mit#den#Umbau#fuer#nah#Jahr#?;NN#ADV#ADV#ADV#ADV#APPR#ART#NN#APPR#ADJA#NN#$.;1
248;haben#sie#Zuwachs#in#gross#Becken#bekommen#?;VAFIN#PPER#NN#APPRART#ADJA#NN#VVINF#$.;1
249;wo#sein#diese#Ehrenmann#heute#?;PWAV#VAFIN#PDAT#NN#ADV#$.;0
250;Welcher#Typ#sein#sie#?;PWAT#NN#VAFIN#PPER#$.;0
251;koennen#man#schon#Mitfliegend#vorschlagen#?;VMFIN#PIS#ADV#NN#VVINF#$.;1
252;wer#sollen#die#CDU#Vorsitz#uebernehmen#?;PWS#VMFIN#ART#NE#NN#VVINF#$.;0
253;haben#sie#die#Artikel#aus#die#Internet#lesen#?;VAFIN#PPER#ART#NN#APPR#ART#NN#VVPP#$.;1
254;wieso#tragen#Luke#Skywalker#schwarz#?;PWAV#VVFIN#NN#NN#ADJD#$.;0
255;kommen#noch#eine#Tausch#Spieler#oder#sein#die#Zahl#aus#die#Wochenaufgabe#die#letzten#?;VVFIN#ADV#ART#NN#NN#KON#VAFIN#ART#NN#APPR#ART#NN#ART#ADJA#$.;0
256;haben#die#Schweiz#zu#viele#oder#zu#wenige#Arzt#?;VAFIN#ART#NE#PTKA#PIAT#KON#PTKA#PIAT#NN#$.;0
257;freuen#sie#sie#schon#?;VVFIN#PPER#PRF#ADV#$.;1
258;ob#die#auch#als#Toilette#funktionieren#?;KOUS#PDS#ADV#APPR#NN#VVFIN#$.;1
259;und#wer#zu#Teufel#sein#sie#?;KON#PWS#APPRART#NN#VAFIN#PPER#$.;0
260;duerfen#sie#sie#ein#paar#Frage#stellen#?;VMFIN#PPER#PPER#ART#PIAT#NN#VVINF#$.;1
261;wo#haben#man#sonst#die#Chance#ander#Fahrer#zu#treffen#?;PWAV#VAFIN#PIS#ADV#ART#NN#ADJA#NN#PTKZU#VVINF#$.;0
262;Ui#sie#sein#mit#die#Fahrrad#die#Treppe#stuerzen#?;NN#PPER#VAFIN#APPR#ART#NN#ART#NN#VVPP#$.;1
263;heissen#sie#Rainer#?;VVFIN#PPER#NE#$.;1
264;was#haben#die#Schild#die#Restaurant#mit#sie#zu#tun#?;PWS#VAFIN#ART#NN#ART#NN#APPR#PPER#PTKZU#VVINF#$.;0
265;Anzeige#sein#raus#oder#?;NN#VAFIN#ADV#KON#$.;1
266;sein#da#nicht#gerade#eine#Urteil#die#die#nicht#mehr#machen#werden#koennen#?;VAFIN#ADV#PTKNEG#ADV#ART#NN#PDS#PDS#PTKNEG#ADV#VVPP#VAINF#VMFIN#$.;1
267;die#Lehrberuf#sollen#attraktiv#werden#?;ART#NN#VMFIN#ADJD#VAINF#$.;1
268;sollen#sie#die#Laden#dicht#machen#?;VMFIN#PPER#ART#NN#ADJD#VVINF#$.;1
269;werden#die#durch#Lebensform#treffend#charakterisieren#?;VAFIN#PDS#APPR#NN#ADJD#VVPP#$.;1
270;wie#wissen#sie#dass#die#Tram#zwei#Minute#zu#frueh#und#nicht#etwa#rund#Unit#inuten#zu#spaet#sein#?;PWAV#VVFIN#PPER#KOUS#PDS#NN#CARD#NN#PTKA#ADJD#KON#PTKNEG#ADV#ADJD#FM#FM#PTKA#ADJD#VAFIN#$.;1
271;sein#vielleicht#auch#mal#was#fuer#sie#?;VAFIN#ADV#ADV#ADV#PIS#APPR#PPER#$.;1
272;was#werden#die#wenn#sie#fertig#sein#?;PIS#VAFIN#PDS#KOUS#PPER#ADJD#VAFIN#$.;0
273;wo#bleiben#die#Aufschrei#?;PWAV#VVFIN#ART#NN#$.;0
274;haben#sie#sie#schon#fragen#warum#sie#nur#Zahl#Follower#haben#?;VAFIN#PPER#PRF#ADV#VVPP#PWAV#PPER#ADV#NN#ADJD#VAFIN#$.;1
275;und#was#sein#wenn#sie#Mitte#Zahl#sein#und#nochmal#was#ganz#andere#machen#wollen#?;KON#PWS#VAFIN#ADV#PPER#NN#NN#VAFIN#KON#ADV#PWS#ADV#PIS#VVINF#VMFIN#$.;0
276;wie#koennen#sie#passieren#?;PWAV#VMFIN#PPER#VVPP#$.;0
277;haben#sie#sie#was#zu#sagen#?;VAFIN#PPER#PPER#PIS#PTKZU#VVINF#$.;1
278;sie#haben#eine#Aquarium#?;PPER#VAFIN#ART#NN#$.;1
279;sein#die#deine#?;VAFIN#PDS#PPOS#$.;1
280;was#sein#wenn#die#Apple#Stores#selbst#die#Start#von#Apple#Pay#verhindern#?;PWS#VAFIN#ADV#ART#NE#NE#ADV#ART#NN#APPR#NE#NE#VVINF#$.;0
281;warum#beleidigen#sie#die#Mitarbeiter#die#Gebaeudereinigung#?;PWAV#VVFIN#PPER#ART#NN#ART#NN#$.;0
282;Leben#und#leben#lassen#warum#zaehlen#die#heute#nicht#mehr#?;NN#KON#VVINF#VVINF#PWAV#VVFIN#PDS#ADV#PTKNEG#PIS#$.;0
283;Gehts#sie#gut#?;NN#PPER#ADJD#$.;1
284;sie#haben#Zahl#Auge#?;PPER#VAFIN#NN#NN#$.;1
285;haben#sie#schon#Plan#fuer#Silvester#?;VAFIN#PPER#ADV#NN#APPR#NN#$.;1
286;was#sein#die#den#bitte#fuer#eine#Schule#?;PWS#VAFIN#ART#NE#ADV#APPR#ART#NN#$.;0
287;wer#werden#die#neu#Trainer#?;PWS#VAFIN#ART#ADJA#NN#$.;0
288;und#sein#sie#auffallen#dass#sie#genau#Zahl#Harry#Potter#Buch#geben#?;KON#VAFIN#PPER#VVPP#KOUS#PPER#ADJD#NN#NE#NE#NN#VVFIN#$.;1
289;werden#die#Nuss#auch#mit#eine#Sechskant#verwenden#oder#sein#eine#Adapter#von#Sechs#auf#Vierkant#enthalten#?;VAFIN#ART#NN#ADV#APPR#ART#NN#VVPP#KON#VAFIN#ART#NN#APPR#NN#APPR#NN#VVPP#$.;0
290;koennen#sie#jemand#etwas#ueber#die#Mass#und#die#Gewicht#etwas#sagen#?;VMFIN#PPER#PIS#ADV#APPR#ART#NN#KON#ART#NN#PIS#VVFIN#$.;0
291;geben#sie#die#Set#auch#mit#Werkzeug#?;VVFIN#PPER#ART#NN#ADV#APPR#NN#$.;1
292;sein#bei#Toolcheck#plus#eine#tx#Zahl#bit#vorhanden#?;VAFIN#APPRART#NN#APPR#ART#FM#NN#ADJD#ADJD#$.;1
293;koennen#sie#jemand#die#Unterschied#zwischen#die#tool#checken#plus#und#die#tool#checken#plus#imperial#nennen#?;VMFIN#PPER#PIS#ART#NN#APPR#ART#ADJD#VVIMP#ADV#KON#ART#ADJD#VVIMP#ADV#ADJD#VVINF#$.;0
294;was#sein#in#Lieferumfang#enthalten#?;PWS#VAFIN#APPRART#NN#VVPP#$.;0
295;wie#sehen#sie#mit#die#Speicher#aus#?;PWAV#VVFIN#PPER#APPR#ART#NN#PTKVZ#$.;0
296;wie#koennen#man#schnell#Motiv#fotografieren#ohne#dass#sie#unscharf#werden#?;PWAV#VMFIN#PIS#ADJA#NN#VVINF#KOUI#KOUS#PPER#ADJD#VAFIN#$.;0
297;eignen#sie#eine#Kamera#fuer#Vlogs#?;VVFIN#PRF#ART#NN#APPR#NN#$.;1
298;koennen#man#mit#diese#Kamera#auch#Bild#mit#verschwommen#Hintergrund#machen#?;VMFIN#PIS#APPR#PDAT#NN#ADV#NN#APPR#ADJA#NN#VVINF#$.;1
299;koennen#meine#Frau#meine#Gewicht#und#Datum#auch#sehen#?;VMFIN#PPOSAT#NN#PPOSAT#NN#KON#NN#ADV#VVINF#$.;1
300;werden#die#neu#Messdatum#uebertragen#wenn#die#App#waehrend#die#Messvorgang#nicht#oeffnen#sein#?;VAFIN#ART#ADJA#NN#VVPP#KOUS#ART#NN#APPR#ART#NN#PTKNEG#VVPP#VAFIN#$.;1
301;wenn#sie#die#Waage#nach#die#wiegen#in#Schrank#verstauen#muessen#sie#sie#dann#neu#kalibrieren#bevor#sie#sie#an#nah#Morgen#wiegen#?;KOUS#PPER#ART#NN#APPR#PDS#VVINF#APPRART#NN#VVFIN#VMFIN#PPER#PPER#ADV#ADJD#VVINF#KOUS#PPER#PRF#APPRART#ADJA#NN#VVFIN#$.;1
302;koennen#man#die#Waage#auch#ohne#Smartphone#App#nutzen#?;VMFIN#PIS#ART#NN#ADV#APPR#NN#NN#VVINF#$.;1
303;koennen#man#die#gleichzeitig#Waage#mit#mehreren#Smartphone#unterschiedlich#Hersteller#nutzen#?;VMFIN#PIS#ART#ADJD#NN#APPR#PIAT#NN#ADJA#NN#VVINF#$.;1
304;wie#lange#halten#die#Batterie#?;PWAV#ADV#VVFIN#ART#NN#$.;0
305;koennen#sie#die#Messwert#auch#analog#ablesen#oder#werden#sie#von#die#Display#verdecken#?;VMFIN#PPER#ART#NN#ADV#ADJD#VVINF#KON#VAFIN#PPER#APPR#ART#NN#VVPP#$.;0
306;wie#gut#halten#die#Feststellschraube#?;PWAV#ADJD#VVFIN#ART#NN#$.;0
307;wie#gut#sein#die#Messschieber#verarbeiten#?;PWAV#ADJD#VAFIN#ART#NN#VVPP#$.;0
308;wo#liegen#die#Unterschied#zwischen#die#tacklife#dc#Zahl#und#dem#tacklife#dc#Zahl#?;PWAV#VVFIN#ART#NN#APPR#ART#FM#FM#NN#KON#ART#FM#FM#NN#$.;0
309;sein#auch#zu#jede#Produkt#eins#Zutat#Liste#dabei#auf#deutsch#oder#englisch#?;VAFIN#ADV#APPR#PIAT#NN#CARD#NN#NN#PROP#APPR#ADJD#KON#ADJD#$.;1
310;sein#die#Artikel#lange#haltbar#?;VAFIN#ART#NN#ADV#ADJD#$.;1
311;sein#die#alle#Suessigkeit#bzw#Gummibaerchen#?;VAFIN#ART#PIS#NN#ADJA#NN#$.;1
312;mit#welchem#Paketdienst#sein#die#Paket#verschicken#?;APPR#PWAT#NN#VAFIN#ART#NN#VVPP#$.;0
313;passen#die#Sauger#auch#auf#ander#Flasche#zu#Beispiel#die#von#mam#?;VVFIN#ART#NN#ADV#APPR#ADJA#NN#APPRART#NN#ART#APPR#FM#$.;1
314;was#bedeuten#variabel#Durchfluss#?;PWS#VVFIN#ADJA#NN#$.;0
315;Welcher#Artikel#werden#hier#anbieten#?;PWAT#NN#VAFIN#ADV#VVPP#$.;0
316;schauen#die#Laptop#aus#wie#auf#die#Bild#?;VVFIN#ART#NN#PTKVZ#KOUS#APPR#ART#NN#$.;1
317;koennen#sie#diese#Notebook#auch#mit#italienisch#Tastatur#bestellen#?;VMFIN#PPER#PDAT#NN#ADV#APPR#ADJA#NN#VVINF#$.;1
318;koennen#man#auf#die#Laptop#Minecraft#spielen#?;VMFIN#PIS#APPR#ART#NN#NN#VVINF#$.;1
319;koennen#man#auf#die#laptop#Spiel#spielen#wie#Fortnite#etc#?;VMFIN#PIS#APPR#ART#ADJA#NN#VVINF#KOUS#NN#ADV#$.;1
320;koennen#man#die#Roboter#mit#Amazon#Echo#befehligen#?;VMFIN#PIS#ART#NN#APPR#NE#NN#VVINF#$.;1
321;saugen#sie#auch#Katzenstreu#auf#?;VVFIN#PPER#ADV#NN#PTKVZ#$.;1
322;bei#meine#Koffer#sein#keine#Schluessel#dabei#sollen#die#so#sein#oder#was#finden#sie#sehr#komisch#?;APPR#PPOSAT#NN#VAFIN#PIAT#NN#PROP#VMFIN#PDS#ADV#VAINF#KON#PWS#VVFIN#PPER#ADV#ADJD#$.;1
323;wie#schwer#sein#die#Koffer#?;PWAV#ADJD#VAFIN#ART#NN#$.;0
324;geben#sie#eine#Garantie#auf#diese#Produkt#?;VVFIN#PPER#ART#NN#APPR#PDAT#NN#$.;1
325;wo#schalten#man#die#Maus#aus#?;PWAV#VVFIN#PIS#ART#NN#PTKVZ#$.;0
326;sein#die#Maus#auch#an#eine#Mac#nutzbar#?;VAFIN#ART#NN#ADV#APPR#ART#NN#ADJD#$.;1
327;funktionieren#die#Maus#auch#an#eine#Androidgeraet#?;VVFIN#ART#NN#ADV#APPR#ART#NN#$.;1
328;sein#die#Seitentasten#programmierbar#?;VAFIN#ART#NN#ADJD#$.;1
329;passen#die#auf#jede#markita#Bohrer#?;VVFIN#ART#APPR#PIAT#ADJA#NN#$.;1
330;sein#die#nun#gut#?;VAFIN#PDS#ADV#ADJD#$.;1
331;sein#die#Koffer#mit#die#Makpac#kompatibel#?;VAFIN#ART#NN#APPR#ART#NN#ADJD#$.;1
332;koennen#sie#die#angeschlossen#Geraet#steuern#wenn#sie#nicht#zu#Haus#sein#?;VMFIN#PPER#ART#ADJA#NN#VVINF#KOUS#PPER#PTKNEG#APPR#NN#VAFIN#$.;1
333;sein#sie#moeglich#eine#Lampe#anschalten#oder#zu#loeschen#aber#aus#die#Mobilfunknetz#?;VAFIN#PPER#ADJD#ART#NN#VVIZU#KON#PTKZU#VVINF#KON#APPR#ART#NN#$.;1
334;werden#philips#hue#switchen#unterstuetzen#?;VAFIN#FM#FM#VVIMP#VVPP#$.;1
335;funktionieren#sie#ohne#Netzwerk#?;VVFIN#PPER#APPR#NN#$.;1
336;sein#diese#Geraet#mit#Glaszwischenboden#ausstatten#?;VAFIN#PDAT#NN#APPR#NN#VVPP#$.;1
337;zusammen#wo#finden#sie#die#Seriennummer#bei#diese#Geraet#?;ADV#PWAV#VVFIN#PPER#ART#NN#APPR#PDAT#NN#$.;0
338;sein#sie#normal#dass#die#Zeichen#die#Profreeze#Gefrierkontrolle#staendig#leuchten#?;VAFIN#PPER#ADJD#KOUS#ART#NN#ART#NN#NE#ADJD#VVFIN#$.;1
339;sein#die#angegeben#Tiefe#von#Unit#die#Gesamttiefe#also#mit#Griff#messen#oder#ohne#?;VAFIN#ART#ADJA#NN#APPR#NE#ART#NN#ADV#APPR#NN#VVPP#KON#APPR#$.;0
340;warum#werden#Unit#nach#Oesterreich#versendet#aber#Unit#Unit#nicht#?;PWAV#VAFIN#NE#APPR#NE#ADJD#ADV#FM#FM#PTKNEG#$.;0
341;sein#die#Wasserkocher#zu#Warmhalt#eignen#?;VAFIN#ART#NN#APPRART#NN#VVPP#$.;1
342;kommen#die#Uhr#in#eine#Geschenkbox#?;VVFIN#ART#NN#APPR#ART#NN#$.;1
343;sein#die#Uhr#nun#wasserdicht#?;VAFIN#ART#NN#ADV#ADJD#$.;1
344;koennen#man#die#uhr#ticken#hoeren#wenn#man#sie#an#die#Ohr#halten#?;VMFIN#PIS#PDS#ADJD#VVINF#VVINF#KOUS#PIS#PPER#APPR#ART#NN#VVFIN#$.;1
345;sein#die#Uhr#zu#aufziehen#oder#mit#Batterie#?;VAFIN#ART#NN#APPRART#VVINF#KON#APPR#NN#$.;0
346;wie#breit#sein#die#Armband#?;PWAV#ADJD#VAFIN#ART#NN#$.;0
347;Welche#Kaffeefiltergroesse#verlangen#diese#Maschine#?;PWAT#NN#VVFIN#PDAT#NN#$.;0
348;wo#werden#diese#Kaffeemaschine#herstellen#?;PWAV#VAFIN#PDAT#NN#VVPP#$.;0
349;koennen#sie#damit#auch#nur#circa#Unit#essen#kochen#?;VMFIN#PPER#PROP#ADV#ADV#ADV#FM#VVFIN#VVINF#$.;1
350;geben#sie#eine#Ersatzglaskanne#fuer#diese#Maschine#?;VVFIN#PPER#ART#NN#APPR#PDAT#NN#$.;1
351;wie#schmecken#die#Kaffee#?;PWAV#VVFIN#ART#NN#$.;0
352;wie#viel#Hertz#haben#die#TV#?;PWAV#PIAT#NN#VAFIN#ART#NE#$.;0
353;wie#breit#und#tief#sein#die#Fuss#von#diese#Geraet#?;PWAV#ADJD#KON#ADJD#VAFIN#ART#NN#APPR#PDAT#NN#$.;0
354;haben#die#Fernseher#eine#Audioausgang#?;VAFIN#ART#NN#ART#NN#$.;1
355;Wieviel#Watt#ziehen#die#Teil#?;PWAT#NN#VVFIN#ART#NN#$.;0
356;koennen#man#die#Thermometer#in#Backrohr#bzw#Griller#lassen#oder#sein#sie#nur#zu#kurzzeitig#Messung#eignen#?;VMFIN#PIS#ART#NN#APPRART#NN#ADJA#NN#VVINF#KON#VAFIN#PPER#ADV#APPRART#ADJA#NN#VVPP#$.;0
357;koennen#man#die#Thermometer#auch#fuer#Tee#benutzen#?;VMFIN#PIS#ART#NN#ADV#APPR#NN#VVINF#$.;1
358;sein#die#Thermometer#auch#fuer#Kochen#von#Ziehzucker#zu#gebrauchen#?;VAFIN#ART#NN#ADV#APPRART#NN#APPR#NN#PTKZU#VVINF#$.;1
359;koennen#man#damit#auch#die#Temperatur#eine#Schokolade#fuer#Praline#messen#?;VMFIN#PIS#PROP#ADV#ART#NN#ART#NN#APPR#NN#VVINF#$.;1
360;koennen#man#die#Spitze#in#eine#Flamme#halten#um#die#Temperatur#zu#messen#?;VMFIN#PIS#ART#NN#APPR#ART#NN#VVINF#KOUI#PDS#NN#PTKZU#VVINF#$.;1
361;koennen#man#bei#die#Uhr#mehrere#Wecker#einstellen#?;VMFIN#PIS#APPR#ART#NN#PIAT#NN#VVINF#$.;1
362;koennen#man#eine#Obergrenze#die#Herzfrequenz#einstellen#damit#man#warnen#werden#wenn#man#diese#ueberschreiten#?;VMFIN#PIS#ART#NN#ART#NN#VVINF#KOUS#PIS#VVPP#VAFIN#KOUS#PIS#PDS#VVFIN#$.;1
363;zeichnen#die#Uhr#auch#Datum#auf#wenn#man#Indoor#Rad#fahren#?;VVFIN#ART#NN#ADV#NN#PTKVZ#KOUS#PIS#NN#NN#VVFIN#$.;1
364;sein#die#Flasche#eignen#?;VAFIN#ART#NN#VVPP#$.;1
365;sein#die#Flasche#dicht#wenn#man#Sprudel#fuellen#?;VAFIN#ART#NN#ADJD#KOUS#PIS#NN#VVFIN#$.;1
366;koennen#man#die#Sportverschluss#auch#einzeln#nachkaufen#?;VMFIN#PIS#ART#NN#ADV#ADJD#VVINF#$.;1
367;wie#hoch#sein#sie#ohne#Deckel#?;PWAV#ADJD#VAFIN#PPER#APPR#NN#$.;0
368;sein#die#Flasche#auch#mit#die#Strohhalmdeckel#dicht#?;VAFIN#ART#NN#ADV#APPR#ART#NN#ADJD#$.;1
369;passen#die#Decke#auch#in#eine#Opel#insignia#Kombi#?;VVFIN#ART#NN#ADV#APPR#ART#NE#NN#NN#$.;1
370;welche#Ding#benoetigen#man#noch#zusaetzlich#?;PIS#NN#VVFIN#PIS#ADV#ADJD#$.;0
371;sein#dies#auch#fuer#diese#Alter#eignen#oder#sein#sie#zu#schwer#?;VAFIN#PDS#ADV#APPR#PDAT#NN#VVPP#KON#VAFIN#PPER#PTKA#ADJD#$.;0
372;fuer#welches#Alter#?;APPR#PWAT#NN#$.;0
373;in#welchen#Sprache#sein#die#Anteilung#?;APPR#PWAT#NN#VAFIN#ART#NN#$.;0
374;wer#koennen#sie#sagen#was#man#noch#brauchen#?;PWS#VMFIN#PPER#VVINF#PIS#PIS#ADV#VVFIN#$.;0
375;wie#koennen#sie#die#oeffnen#?;PWAV#VMFIN#PPER#PDS#VVINF#$.;0
376;passen#sie#auch#fuer#die#Zahl#tonbux#?;VVFIN#PPER#ADV#APPR#ART#NN#NE#$.;1
377;sein#alle#Produkt#wasserfest#?;VAFIN#PIAT#NN#ADJD#$.;1
378;passen#die#Zubehoer#auf#die#Rollei#Action#circam#Zahl#?;VVFIN#ART#NN#APPR#ART#NN#NN#FM#NN#$.;1
379;was#mach#sie#falsch#?;PWS#VVFIN#PPER#ADJD#$.;0
380;koennen#diese#auch#auf#eine#Konzertgitarre#spannen#werden#die#unten#zwei#nylon#Saite#besitzen#?;VMFIN#PDS#ADV#APPR#ART#NN#VVPP#VAFIN#PDS#ADV#CARD#ADJA#NN#VVFIN#$.;1
381;sein#diese#Saite#auch#fuer#Akustik#Gitarre#eignen#?;VAFIN#PDAT#NN#ADV#APPR#NN#NN#VVPP#$.;1
382;wie#machen#sie#die#?;PWAV#VVFIN#PPER#PDS#$.;0
383;passen#die#oder#zu#schmal#?;VVFIN#PDS#KON#ADV#ADJD#$.;0
384;koennen#jemand#aus#Erfahrung#sprechen#ob#sie#auch#ohne#Demontage#gehen#?;VMFIN#PIS#APPR#NN#VVINF#KOUS#PPER#ADV#APPR#NN#VVFIN#$.;1
385;muessen#die#Deckplatte#von#die#Waschmaschine#vorher#abschrauben#werden#?;VMFIN#ART#NN#APPR#ART#NN#ADV#VVPP#VAINF#$.;1
386;sein#die#Ablage#aus#Plastik#?;VAFIN#ART#NN#APPR#NN#$.;1
387;meine#WM#sein#Unit#tief#und#Zahl#Unit#breit#koennen#die#Rahmen#trotzdem#sicher#einsetzen#werden#?;PPOSAT#NN#VAFIN#NE#ADJD#KON#NN#NE#PTKVZ#VMFIN#ART#NN#PROP#ADJD#VVPP#VAINF#$.;1
388;wo#muessen#sie#sie#hierfuer#registrieren#?;PWAV#VMFIN#PPER#PRF#PROP#VVINF#$.;0
389;gehen#vorne#bei#Druck#evtl#eine#Schublade#auf#?;VVFIN#ADV#APPRART#NN#ADJD#ART#NN#PTKVZ#$.;1
390;wie#klappen#man#denn#die#Display#nach#vorne#aus#?;PWAV#VVFIN#PIS#ADV#ART#NN#APPR#ADV#PTKVZ#$.;0
391;koennen#man#an#Drucker#Dokuemte#einlegen#und#circannen#und#sie#wandeln#sie#an#pc#in#eine#pdf#um#ohne#die#sie#an#PC#sein#muessen#?;VMFIN#PIS#APPRART#NN#NN#VVINF#KON#VVFIN#KON#PPER#VVFIN#PPER#APPRART#NN#APPR#ART#ADJD#KOUI#APPR#PDS#PPER#APPRART#NN#VAINF#VMFIN#$.;1
392;warum#koennen#man#die#Grill#nicht#bestellen#?;PWAV#VMFIN#PIS#ART#NN#PTKNEG#VVINF#$.;0
393;aus#welchem#Material#sein#die#Antenne#?;APPR#PWAT#NN#VAFIN#ART#NN#$.;0
394;werden#die#Maschine#im#MAKPAC#bzw#in#Systainer#liefern#oder#welche#Art#von#Koffer#sein#dabei#?;VAFIN#ART#NN#APPRART#NE#NE#APPRART#NE#VVPP#KON#PWAT#NN#APPR#NN#VAFIN#PROP#$.;0
395;schmecken#die#Whisky#eher#rauchig#oder#malzig#?;VVFIN#ART#NN#ADV#ADJD#KON#ADJD#$.;0
396;koennen#sie#seine#dass#diese#Whisky#scharf#werden#je#lang#sie#in#die#Flasche#anbrechen#stehen#?;VMFIN#PPER#PPOSAT#KOUS#PDAT#NN#ADJD#VAFIN#ADV#ADJD#PPER#APPR#ART#NN#VVPP#VVFIN#$.;1
397;sein#die#Whiskey#glutenfrei#?;VAFIN#ART#NN#ADJD#$.;1
398;koennen#man#die#Tueranschlag#wechseln#?;VMFIN#PIS#ART#NN#VVINF#$.;1
399;koennen#man#die#Kondenswasser#direkt#in#eine#Abfluss#leiten#?;VMFIN#PIS#ART#NN#ADJD#APPR#ART#NN#VVINF#$.;1
400;geben#sie#die#wirklich#?;VVFIN#PPER#PDS#ADJD#$.;1
401;koennen#die#gemessen#Wert#auch#einfach#exportieren#werden#zu#Beispiel#als#csv#um#die#Arzt#zu#zeigen#?;VMFIN#ART#ADJA#NN#ADV#ADJD#VVPP#VAFIN#APPRART#NN#APPR#ADJD#KOUI#ART#NN#PTKZU#VVINF#$.;1
402;wieso#bekommen#sie#die#nicht#nach#Oesterreich#?;PWAV#VVFIN#PPER#PDS#PTKNEG#APPR#NE#$.;0
403;koennen#man#die#Wert#auch#an#eine#PC#uebertragen#statt#an#eine#Smartphone#?;VMFIN#PIS#ART#NN#ADV#APPR#ART#NN#VVPP#KON#APPR#ART#NN#$.;1
404;sein#die#Fernseher#gut#zu#PS#Zahl#spielen#eignen#?;VAFIN#ART#NN#ADJD#APPRART#NN#NN#VVINF#VVPP#$.;1
405;koennen#man#die#Standfuss#abmontieren#und#die#Fernseher#an#die#winden#haengen#?;VMFIN#PIS#ART#NN#VVINF#KON#ART#NN#APPR#PDS#VVFIN#PTKVZ#$.;1
406;haben#die#Fernsher#eine#Kopfhoereranschluss#um#evtl#extern#Box#anschliessen#?;VAFIN#ART#NN#ART#NN#APPR#ADJD#ADJA#NN#VVIZU#$.;1
407;Welche#Breite#haben#die#Standfuss#beim#Zahl#Zoll#?;PWAT#NN#VAFIN#ART#NN#APPRART#NN#NN#$.;0
408;welche#Abmessung#haben#die#Standfuss#?;PIS#NN#VAFIN#ART#NN#$.;0
409;werden#die#Altgeraet#von#die#Spedition#mitnehmen#?;VAFIN#ART#NN#APPR#ART#NN#VVPP#$.;1
410;wenn#sie#nur#genau#Unit#Platz#haben#koennen#sie#die#Tuere#problemlos#Unit#rad#oeffnen#?;KOUS#PPER#ADV#ADJD#FM#NN#VAFIN#VMFIN#PPER#ART#NN#ADJD#NE#PTKVZ#VVINF#$.;1
411;sie#haben#eine#offen#Kueche#sein#die#Geraeusch#sehr#stoerend#?;PPER#VAFIN#ART#ADJA#NN#VAFIN#ART#NN#ADV#ADJD#$.;1
412;geben#sie#eine#Anschluss#fuer#die#Fire#TV#Stick#?;VVFIN#PPER#ART#NN#APPR#ART#NE#NE#NN#$.;1
